piece,axis,config,k,n,beta0_p2,beta0_p3,beta0_p5,beta0_p7,giant_p2,giant_p3,giant_p5,giant_p7,Delta23,Delta25,Delta27,DeltaG23,DeltaG25,DeltaG27
bwv1050_mov1_cap300,seconds,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1_cap300,seconds,C,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,beats,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,beats,A,8,2,1,1,2,3,1.0,1.0,0.666667,0.336667,0,-1,-2,0.0,0.333333,0.663333
bwv1050_mov2_cap300,beats,A,8,3,1,2,4,6,1.0,0.666667,0.346667,0.176667,-1,-3,-5,0.333333,0.653333,0.823333
bwv1050_mov2_cap300,beats,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,beats,A,10,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv1050_mov2_cap300,beats,A,10,3,1,2,3,6,1.0,0.666667,0.346667,0.176667,-1,-2,-5,0.333333,0.653333,0.823333
bwv1050_mov2_cap300,beats,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,beats,A,12,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv1050_mov2_cap300,beats,A,12,3,1,1,3,6,1.0,1.0,0.346667,0.176667,0,-2,-5,0.0,0.653333,0.823333
bwv1050_mov2_cap300,beats,B,8,1,3,2,1,1,0.67,0.76,1.0,1.0,1,2,2,-0.09,-0.33,-0.33
bwv1050_mov2_cap300,beats,B,8,2,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv1050_mov2_cap300,beats,B,8,3,1,3,3,6,1.0,0.336667,0.346667,0.176667,-2,-2,-5,0.663333,0.653333,0.823333
bwv1050_mov2_cap300,beats,B,10,1,3,2,1,1,0.67,0.76,1.0,1.0,1,2,2,-0.09,-0.33,-0.33
bwv1050_mov2_cap300,beats,B,10,2,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv1050_mov2_cap300,beats,B,10,3,1,3,3,5,1.0,0.336667,0.346667,0.303333,-2,-2,-4,0.663333,0.653333,0.696667
bwv1050_mov2_cap300,beats,B,12,1,2,2,1,1,0.736667,0.76,1.0,1.0,0,1,1,-0.023333,-0.263333,-0.263333
bwv1050_mov2_cap300,beats,B,12,2,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv1050_mov2_cap300,beats,B,12,3,1,3,3,5,1.0,0.336667,0.346667,0.303333,-2,-2,-4,0.663333,0.653333,0.696667
bwv1050_mov2_cap300,beats,C,8,1,3,1,1,1,0.67,1.0,1.0,1.0,2,2,2,-0.33,-0.33,-0.33
bwv1050_mov2_cap300,beats,C,8,2,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv1050_mov2_cap300,beats,C,8,3,1,3,3,5,1.0,0.336667,0.346667,0.303333,-2,-2,-4,0.663333,0.653333,0.696667
bwv1050_mov2_cap300,beats,C,10,1,3,1,1,1,0.67,1.0,1.0,1.0,2,2,2,-0.33,-0.33,-0.33
bwv1050_mov2_cap300,beats,C,10,2,1,1,2,3,1.0,1.0,0.666667,0.336667,0,-1,-2,0.0,0.333333,0.663333
bwv1050_mov2_cap300,beats,C,10,3,1,3,3,5,1.0,0.336667,0.346667,0.303333,-2,-2,-4,0.663333,0.653333,0.696667
bwv1050_mov2_cap300,beats,C,12,1,2,1,1,1,0.736667,1.0,1.0,1.0,1,1,1,-0.263333,-0.263333,-0.263333
bwv1050_mov2_cap300,beats,C,12,2,1,1,2,3,1.0,1.0,0.666667,0.336667,0,-1,-2,0.0,0.333333,0.663333
bwv1050_mov2_cap300,beats,C,12,3,1,3,3,4,1.0,0.336667,0.346667,0.35,-2,-2,-3,0.663333,0.653333,0.65
bwv1050_mov2_cap300,seconds,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,A,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,A,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,A,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,B,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,B,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,B,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,B,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,B,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,B,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,B,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,C,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,C,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,C,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,C,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,C,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2_cap300,seconds,C,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,A,8,3,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov3_cap300,beats,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,A,10,3,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov3_cap300,beats,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,A,12,3,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov3_cap300,beats,B,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,B,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,B,8,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3_cap300,beats,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,B,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,B,10,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3_cap300,beats,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,B,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,B,12,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3_cap300,beats,C,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,C,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,C,8,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3_cap300,beats,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,C,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,C,10,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3_cap300,beats,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,beats,C,12,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3_cap300,seconds,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,A,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,A,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,A,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,B,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,B,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,B,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,B,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,B,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,B,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,B,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,C,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,C,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,C,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,C,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,C,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3_cap300,seconds,C,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1079_crab_cap300,beats,A,8,1,4,5,5,3,0.653333,0.37,0.316667,0.383333,-1,-1,1,0.283333,0.336666,0.27
bwv1079_crab_cap300,beats,A,8,2,3,1,3,3,0.683333,1.0,0.336667,0.336667,2,0,0,-0.316667,0.346666,0.346666
bwv1079_crab_cap300,beats,A,8,3,3,3,3,6,0.37,0.336667,0.336667,0.167939,0,0,-3,0.033333,0.033333,0.202061
bwv1079_crab_cap300,beats,A,10,1,3,4,5,1,0.683333,0.37,0.316667,1.0,-1,-2,2,0.313333,0.366666,-0.316667
bwv1079_crab_cap300,beats,A,10,2,3,1,3,3,0.683333,1.0,0.336667,0.336667,2,0,0,-0.316667,0.346666,0.346666
bwv1079_crab_cap300,beats,A,10,3,1,3,3,6,1.0,0.336667,0.336667,0.167939,-2,-2,-5,0.663333,0.663333,0.832061
bwv1079_crab_cap300,beats,A,12,1,3,4,4,1,0.683333,0.37,0.366667,1.0,-1,-1,2,0.313333,0.316666,-0.316667
bwv1079_crab_cap300,beats,A,12,2,3,1,3,3,0.683333,1.0,0.336667,0.336667,2,0,0,-0.316667,0.346666,0.346666
bwv1079_crab_cap300,beats,A,12,3,1,3,3,6,1.0,0.336667,0.336667,0.167939,-2,-2,-5,0.663333,0.663333,0.832061
bwv1079_crab_cap300,beats,B,8,1,3,4,4,3,0.653333,0.37,0.316667,0.383333,-1,-1,0,0.283333,0.336666,0.27
bwv1079_crab_cap300,beats,B,8,2,3,1,3,3,0.373333,1.0,0.336667,0.336667,2,0,0,-0.626667,0.036666,0.036666
bwv1079_crab_cap300,beats,B,8,3,3,3,4,6,0.37,0.336667,0.333333,0.167939,0,-1,-3,0.033333,0.036667,0.202061
bwv1079_crab_cap300,beats,B,10,1,2,4,4,2,0.683333,0.37,0.316667,0.666667,-2,-2,0,0.313333,0.366666,0.016666
bwv1079_crab_cap300,beats,B,10,2,3,1,3,3,0.373333,1.0,0.336667,0.336667,2,0,0,-0.626667,0.036666,0.036666
bwv1079_crab_cap300,beats,B,10,3,2,3,3,6,0.686667,0.336667,0.336667,0.167939,-1,-1,-4,0.35,0.35,0.518728
bwv1079_crab_cap300,beats,B,12,1,2,4,4,1,0.683333,0.37,0.316667,1.0,-2,-2,1,0.313333,0.366666,-0.316667
bwv1079_crab_cap300,beats,B,12,2,3,1,3,3,0.373333,1.0,0.336667,0.336667,2,0,0,-0.626667,0.036666,0.036666
bwv1079_crab_cap300,beats,B,12,3,1,3,3,6,1.0,0.336667,0.336667,0.167939,-2,-2,-5,0.663333,0.663333,0.832061
bwv1079_crab_cap300,beats,C,8,1,3,4,7,5,0.653333,0.37,0.22,0.383333,-1,-4,-2,0.283333,0.433333,0.27
bwv1079_crab_cap300,beats,C,8,2,5,2,1,3,0.373333,0.906667,1.0,0.336667,3,4,2,-0.533334,-0.626667,0.036666
bwv1079_crab_cap300,beats,C,8,3,5,1,3,6,0.37,1.0,0.336667,0.167939,4,2,-1,-0.63,0.033333,0.202061
bwv1079_crab_cap300,beats,C,10,1,2,4,6,4,0.683333,0.37,0.31,0.583333,-2,-4,-2,0.313333,0.373333,0.1
bwv1079_crab_cap300,beats,C,10,2,4,2,1,3,0.373333,0.906667,1.0,0.336667,2,3,1,-0.533334,-0.626667,0.036666
bwv1079_crab_cap300,beats,C,10,3,4,1,3,6,0.583333,1.0,0.336667,0.167939,3,1,-2,-0.416667,0.246666,0.415394
bwv1079_crab_cap300,beats,C,12,1,2,4,6,2,0.683333,0.37,0.31,0.893333,-2,-4,0,0.313333,0.373333,-0.21
bwv1079_crab_cap300,beats,C,12,2,4,2,1,3,0.373333,0.906667,1.0,0.336667,2,3,1,-0.533334,-0.626667,0.036666
bwv1079_crab_cap300,beats,C,12,3,3,1,3,6,0.803333,1.0,0.336667,0.167939,2,0,-3,-0.196667,0.466666,0.635394
bwv1079_crab_cap300,seconds,A,8,1,5,6,2,2,0.643333,0.59,0.926667,0.826667,-1,3,3,0.053333,-0.283334,-0.183334
bwv1079_crab_cap300,seconds,A,8,2,6,1,1,1,0.47,1.0,1.0,1.0,5,5,5,-0.53,-0.53,-0.53
bwv1079_crab_cap300,seconds,A,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1079_crab_cap300,seconds,A,10,1,5,5,2,2,0.643333,0.59,0.926667,0.826667,0,3,3,0.053333,-0.283334,-0.183334
bwv1079_crab_cap300,seconds,A,10,2,5,1,1,1,0.65,1.0,1.0,1.0,4,4,4,-0.35,-0.35,-0.35
bwv1079_crab_cap300,seconds,A,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1079_crab_cap300,seconds,A,12,1,5,5,1,2,0.643333,0.59,1.0,0.826667,0,4,3,0.053333,-0.356667,-0.183334
bwv1079_crab_cap300,seconds,A,12,2,4,1,1,1,0.77,1.0,1.0,1.0,3,3,3,-0.23,-0.23,-0.23
bwv1079_crab_cap300,seconds,A,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1079_crab_cap300,seconds,B,8,1,4,3,3,2,0.643333,0.646667,0.656667,0.653333,1,1,2,-0.003334,-0.013334,-0.01
bwv1079_crab_cap300,seconds,B,8,2,4,1,1,1,0.476667,1.0,1.0,1.0,3,3,3,-0.523333,-0.523333,-0.523333
bwv1079_crab_cap300,seconds,B,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1079_crab_cap300,seconds,B,10,1,3,2,3,1,0.643333,0.826667,0.656667,1.0,1,0,2,-0.183334,-0.013334,-0.356667
bwv1079_crab_cap300,seconds,B,10,2,4,1,1,1,0.476667,1.0,1.0,1.0,3,3,3,-0.523333,-0.523333,-0.523333
bwv1079_crab_cap300,seconds,B,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1079_crab_cap300,seconds,B,12,1,2,2,3,1,0.826667,0.826667,0.656667,1.0,0,-1,1,0.0,0.17,-0.173333
bwv1079_crab_cap300,seconds,B,12,2,3,1,1,1,0.476667,1.0,1.0,1.0,2,2,2,-0.523333,-0.523333,-0.523333
bwv1079_crab_cap300,seconds,B,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1079_crab_cap300,seconds,C,8,1,4,3,4,2,0.643333,0.646667,0.656667,0.653333,1,0,2,-0.003334,-0.013334,-0.01
bwv1079_crab_cap300,seconds,C,8,2,4,1,1,1,0.476667,1.0,1.0,1.0,3,3,3,-0.523333,-0.523333,-0.523333
bwv1079_crab_cap300,seconds,C,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1079_crab_cap300,seconds,C,10,1,4,2,3,1,0.643333,0.826667,0.656667,1.0,2,1,3,-0.183334,-0.013334,-0.356667
bwv1079_crab_cap300,seconds,C,10,2,3,1,1,1,0.476667,1.0,1.0,1.0,2,2,2,-0.523333,-0.523333,-0.523333
bwv1079_crab_cap300,seconds,C,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1079_crab_cap300,seconds,C,12,1,2,2,3,1,0.826667,0.826667,0.656667,1.0,0,-1,1,0.0,0.17,-0.173333
bwv1079_crab_cap300,seconds,C,12,2,3,1,1,1,0.476667,1.0,1.0,1.0,2,2,2,-0.523333,-0.523333,-0.523333
bwv1079_crab_cap300,seconds,C,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,beats,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,beats,A,8,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv988_aria_cap300,beats,A,8,3,1,2,3,3,1.0,0.663333,0.336667,0.336667,-1,-2,-2,0.336667,0.663333,0.663333
bwv988_aria_cap300,beats,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,beats,A,10,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv988_aria_cap300,beats,A,10,3,1,2,3,3,1.0,0.663333,0.336667,0.336667,-1,-2,-2,0.336667,0.663333,0.663333
bwv988_aria_cap300,beats,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,beats,A,12,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv988_aria_cap300,beats,A,12,3,1,2,3,3,1.0,0.663333,0.336667,0.336667,-1,-2,-2,0.336667,0.663333,0.663333
bwv988_aria_cap300,beats,B,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,beats,B,8,2,1,1,2,3,1.0,1.0,0.666667,0.336667,0,-1,-2,0.0,0.333333,0.663333
bwv988_aria_cap300,beats,B,8,3,1,3,3,3,1.0,0.336667,0.336667,0.336667,-2,-2,-2,0.663333,0.663333,0.663333
bwv988_aria_cap300,beats,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,beats,B,10,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv988_aria_cap300,beats,B,10,3,1,3,3,3,1.0,0.336667,0.336667,0.336667,-2,-2,-2,0.663333,0.663333,0.663333
bwv988_aria_cap300,beats,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,beats,B,12,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv988_aria_cap300,beats,B,12,3,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv988_aria_cap300,beats,C,8,1,2,1,1,1,0.653333,1.0,1.0,1.0,1,1,1,-0.346667,-0.346667,-0.346667
bwv988_aria_cap300,beats,C,8,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv988_aria_cap300,beats,C,8,3,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv988_aria_cap300,beats,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,beats,C,10,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv988_aria_cap300,beats,C,10,3,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv988_aria_cap300,beats,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,beats,C,12,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv988_aria_cap300,beats,C,12,3,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv988_aria_cap300,seconds,A,8,1,4,1,1,1,0.543333,1.0,1.0,1.0,3,3,3,-0.456667,-0.456667,-0.456667
bwv988_aria_cap300,seconds,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,seconds,A,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,seconds,A,10,1,2,1,1,1,0.753333,1.0,1.0,1.0,1,1,1,-0.246667,-0.246667,-0.246667
bwv988_aria_cap300,seconds,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,seconds,A,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,seconds,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,seconds,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,seconds,A,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,seconds,B,8,1,2,1,1,1,0.963333,1.0,1.0,1.0,1,1,1,-0.036667,-0.036667,-0.036667
bwv988_aria_cap300,seconds,B,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,seconds,B,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv988_aria_cap300,seconds,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
