piece,axis,p,n,n_parents_total,n_parents_included,n_parents_excluded_sparsity,n_SC_pi_holds,n_AI_pi_holds,n_both_pi_hold,frac_SC_pi,frac_AI_pi,frac_both_pi,n_SC_trunc_holds,n_AI_trunc_holds,n_both_trunc_hold,frac_SC_trunc,frac_AI_trunc,frac_both_trunc,coverage,coh_pi_recomputed,coh_pi_reported,coh_pi_valid,coh_grid_recomputed,coh_grid_reported,coh_grid_valid
goldberg_aria,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
goldberg_aria,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
goldberg_aria,beats,2,4,16,8,8,0,8,0,0.0,1.0,0.0,0,8,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
goldberg_aria,beats,2,5,32,16,16,7,16,7,0.4375,1.0,0.4375,7,16,7,0.4375,1.0,0.4375,0.5,0.390625,0.390625,0.78125,0.390625,0.390625,0.78125
goldberg_aria,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,0.8888888888888888,0.888889,0.8888888888888888,0.8888888888888888,0.888889,0.8888888888888888
goldberg_aria,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,0.7777777777777778,0.777778,0.7777777777777778,0.7777777777777778,0.777778,0.7777777777777778
goldberg_aria,beats,3,3,27,27,0,9,24,9,0.3333333333333333,0.8888888888888888,0.3333333333333333,9,24,9,0.3333333333333333,0.8888888888888888,0.3333333333333333,1.0,0.48148148148148145,0.481481,0.48148148148148145,0.48148148148148145,0.481481,0.48148148148148145
goldberg_aria,beats,3,4,81,81,0,5,79,5,0.06172839506172839,0.9753086419753086,0.06172839506172839,5,79,5,0.06172839506172839,0.9753086419753086,0.06172839506172839,1.0,0.7448559670781894,0.744856,0.7448559670781894,0.7448559670781894,0.744856,0.7448559670781894
goldberg_aria,beats,5,1,5,5,0,0,5,0,0.0,1.0,0.0,0,5,0,0.0,1.0,0.0,1.0,0.76,0.76,0.76,0.76,0.76,0.76
goldberg_aria,beats,5,2,25,25,0,0,25,0,0.0,1.0,0.0,0,25,0,0.0,1.0,0.0,1.0,0.536,0.536,0.536,0.52,0.52,0.52
goldberg_aria,beats,7,1,7,7,0,0,7,0,0.0,1.0,0.0,0,7,0,0.0,1.0,0.0,1.0,0.8367346938775511,0.836735,0.8367346938775511,0.8367346938775511,0.836735,0.8367346938775511
goldberg_aria,beats,7,2,49,49,0,0,47,0,0.0,0.9591836734693877,0.0,0,47,0,0.0,0.9591836734693877,0.0,1.0,0.47230320699708456,0.472303,0.47230320699708456,0.5685131195335277,0.568513,0.5685131195335277
mozart_k331_alla_turca,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
mozart_k331_alla_turca,beats,2,2,4,2,2,2,2,2,1.0,1.0,1.0,2,2,2,1.0,1.0,1.0,0.5,0.25,0.25,0.5,0.25,0.25,0.5
mozart_k331_alla_turca,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
mozart_k331_alla_turca,beats,2,4,16,8,8,8,8,8,1.0,1.0,1.0,8,8,8,1.0,1.0,1.0,0.5,0.25,0.25,0.5,0.25,0.25,0.5
mozart_k331_alla_turca,beats,2,5,32,16,16,16,13,13,1.0,0.8125,0.8125,16,13,13,1.0,0.8125,0.8125,0.5,0.203125,0.203125,0.40625,0.203125,0.203125,0.40625
mozart_k331_alla_turca,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,0.7777777777777778,0.777778,0.7777777777777778,0.7777777777777778,0.777778,0.7777777777777778
mozart_k331_alla_turca,beats,3,2,9,9,0,2,9,2,0.2222222222222222,1.0,0.2222222222222222,2,9,2,0.2222222222222222,1.0,0.2222222222222222,1.0,0.5555555555555556,0.555556,0.5555555555555556,0.5555555555555556,0.555556,0.5555555555555556
mozart_k331_alla_turca,beats,3,3,27,27,0,2,27,2,0.07407407407407407,1.0,0.07407407407407407,2,27,2,0.07407407407407407,1.0,0.07407407407407407,1.0,0.654320987654321,0.654321,0.654320987654321,0.6666666666666666,0.666667,0.6666666666666666
mozart_k331_alla_turca,beats,3,4,81,81,0,35,72,30,0.43209876543209874,0.8888888888888888,0.37037037037037035,30,73,27,0.37037037037037035,0.9012345679012346,0.3333333333333333,1.0,0.4773662551440329,0.477366,0.4773662551440329,0.51440329218107,0.514403,0.51440329218107
mozart_k331_alla_turca,beats,5,1,5,5,0,0,5,0,0.0,1.0,0.0,0,5,0,0.0,1.0,0.0,1.0,0.92,0.92,0.92,0.96,0.96,0.96
mozart_k331_alla_turca,beats,5,2,25,25,0,0,25,0,0.0,1.0,0.0,0,25,0,0.0,1.0,0.0,1.0,0.56,0.56,0.56,0.576,0.576,0.576
mozart_k331_alla_turca,beats,7,1,7,7,0,0,7,0,0.0,1.0,0.0,0,7,0,0.0,1.0,0.0,1.0,0.8775510204081632,0.877551,0.8775510204081632,0.8979591836734694,0.897959,0.8979591836734694
mozart_k331_alla_turca,beats,7,2,49,49,0,0,49,0,0.0,1.0,0.0,0,49,0,0.0,1.0,0.0,1.0,0.478134110787172,0.478134,0.478134110787172,0.521865889212828,0.521866,0.521865889212828
mozart_k545_mov1,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
mozart_k545_mov1,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
mozart_k545_mov1,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
mozart_k545_mov1,beats,2,4,16,8,8,2,2,2,0.25,0.25,0.25,0,8,0,0.0,1.0,0.0,0.5,0.0625,0.0625,0.125,0.5,0.5,1.0
mozart_k545_mov1,beats,2,5,32,16,16,12,16,12,0.75,1.0,0.75,4,16,4,0.25,1.0,0.25,0.5,0.3125,0.3125,0.625,0.4375,0.4375,0.875
mozart_k545_mov1,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mozart_k545_mov1,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,0.8518518518518519,0.851852,0.8518518518518519,0.8518518518518519,0.851852,0.8518518518518519
mozart_k545_mov1,beats,3,3,27,27,0,0,27,0,0.0,1.0,0.0,0,27,0,0.0,1.0,0.0,1.0,0.7777777777777778,0.777778,0.7777777777777778,0.7777777777777778,0.777778,0.7777777777777778
mozart_k545_mov1,beats,3,4,81,81,0,7,74,6,0.08641975308641975,0.9135802469135802,0.07407407407407407,7,75,6,0.08641975308641975,0.9259259259259259,0.07407407407407407,1.0,0.6707818930041153,0.670782,0.6707818930041153,0.7037037037037037,0.703704,0.7037037037037037
mozart_k545_mov1,beats,5,1,5,5,0,0,5,0,0.0,1.0,0.0,0,5,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mozart_k545_mov1,beats,5,2,25,25,0,0,25,0,0.0,1.0,0.0,0,25,0,0.0,1.0,0.0,1.0,0.856,0.856,0.856,0.896,0.896,0.896
mozart_k545_mov1,beats,7,1,7,7,0,0,7,0,0.0,1.0,0.0,0,7,0,0.0,1.0,0.0,1.0,0.9387755102040817,0.938776,0.9387755102040817,0.9387755102040817,0.938776,0.9387755102040817
mozart_k545_mov1,beats,7,2,49,49,0,3,40,3,0.061224489795918366,0.8163265306122449,0.061224489795918366,2,41,2,0.04081632653061224,0.8367346938775511,0.04081632653061224,1.0,0.24489795918367346,0.244898,0.24489795918367346,0.27113702623906705,0.271137,0.27113702623906705
