piece,axis,p,n,n_parents_total,n_parents_included,n_parents_excluded_sparsity,n_SC_pi_holds,n_AI_pi_holds,n_both_pi_hold,frac_SC_pi,frac_AI_pi,frac_both_pi,n_SC_trunc_holds,n_AI_trunc_holds,n_both_trunc_hold,frac_SC_trunc,frac_AI_trunc,frac_both_trunc,coverage,coh_pi_recomputed,coh_pi_reported,coh_pi_valid,coh_grid_recomputed,coh_grid_reported,coh_grid_valid
bwv1049_mov3,beats,5,1,5,5,0,0,5,0,0.0,1.0,0.0,0,5,0,0.0,1.0,0.0,1.0,0.92,0.92,0.92,0.96,0.96,0.96
bwv1049_mov3,beats,5,2,25,25,0,0,25,0,0.0,1.0,0.0,0,25,0,0.0,1.0,0.0,1.0,0.6,0.6,0.6,0.688,0.688,0.688
bwv1049_mov3,beats,7,1,7,7,0,0,7,0,0.0,1.0,0.0,0,7,0,0.0,1.0,0.0,1.0,0.5918367346938775,0.591837,0.5918367346938775,0.7551020408163265,0.755102,0.7551020408163265
bwv1049_mov3,beats,7,2,49,49,0,0,47,0,0.0,0.9591836734693877,0.0,0,49,0,0.0,1.0,0.0,1.0,0.4314868804664723,0.431487,0.4314868804664723,0.42857142857142855,0.428571,0.42857142857142855
bwv1050_mov1,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1050_mov1,beats,2,2,4,2,2,1,2,1,0.5,1.0,0.5,1,2,1,0.5,1.0,0.5,0.5,0.375,0.375,0.75,0.375,0.375,0.75
bwv1050_mov1,beats,2,3,8,4,4,3,4,3,0.75,1.0,0.75,3,4,3,0.75,1.0,0.75,0.5,0.3125,0.3125,0.625,0.3125,0.3125,0.625
bwv1050_mov1,beats,2,4,16,8,8,8,8,8,1.0,1.0,1.0,8,8,8,1.0,1.0,1.0,0.5,0.25,0.25,0.5,0.25,0.25,0.5
bwv1050_mov1,beats,2,5,32,16,16,2,16,2,0.125,1.0,0.125,2,16,2,0.125,1.0,0.125,0.5,0.46875,0.46875,0.9375,0.46875,0.46875,0.9375
bwv1050_mov1,beats,3,1,3,3,0,0,1,0,0.0,0.3333333333333333,0.0,0,1,0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.333333,0.3333333333333333,0.3333333333333333,0.333333,0.3333333333333333
bwv1050_mov1,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,0.8888888888888888,0.888889,0.8888888888888888,0.8888888888888888,0.888889,0.8888888888888888
bwv1050_mov1,beats,3,3,27,27,0,9,27,9,0.3333333333333333,1.0,0.3333333333333333,7,27,7,0.25925925925925924,1.0,0.25925925925925924,1.0,0.5308641975308642,0.530864,0.5308641975308642,0.6172839506172839,0.617284,0.6172839506172839
bwv1050_mov1,beats,3,4,81,81,0,25,75,21,0.30864197530864196,0.9259259259259259,0.25925925925925924,23,76,18,0.2839506172839506,0.9382716049382716,0.2222222222222222,1.0,0.5555555555555556,0.555556,0.5555555555555556,0.6008230452674898,0.600823,0.6008230452674898
bwv1050_mov1,beats,5,1,5,5,0,0,5,0,0.0,1.0,0.0,0,5,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bwv1050_mov1,beats,5,2,25,25,0,0,25,0,0.0,1.0,0.0,0,24,0,0.0,0.96,0.0,1.0,0.544,0.544,0.544,0.592,0.592,0.592
bwv1050_mov1,beats,7,1,7,7,0,0,7,0,0.0,1.0,0.0,0,7,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bwv1050_mov1,beats,7,2,49,49,0,0,47,0,0.0,0.9591836734693877,0.0,0,49,0,0.0,1.0,0.0,1.0,0.4606413994169096,0.460641,0.4606413994169096,0.5160349854227405,0.516035,0.5160349854227405
bwv1050_mov2,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1050_mov2,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1050_mov2,beats,2,3,8,4,4,4,4,4,1.0,1.0,1.0,4,4,4,1.0,1.0,1.0,0.5,0.25,0.25,0.5,0.25,0.25,0.5
bwv1050_mov2,beats,2,4,16,8,8,5,8,5,0.625,1.0,0.625,5,8,5,0.625,1.0,0.625,0.5,0.34375,0.34375,0.6875,0.34375,0.34375,0.6875
bwv1050_mov2,beats,2,5,32,16,16,13,12,10,0.8125,0.75,0.625,13,12,10,0.8125,0.75,0.625,0.5,0.21875,0.21875,0.4375,0.21875,0.21875,0.4375
bwv1050_mov2,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bwv1050_mov2,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,0.7037037037037037,0.703704,0.7037037037037037,0.7037037037037037,0.703704,0.7037037037037037
bwv1050_mov2,beats,3,3,27,27,0,16,25,15,0.5925925925925926,0.9259259259259259,0.5555555555555556,16,25,15,0.5925925925925926,0.9259259259259259,0.5555555555555556,1.0,0.43209876543209874,0.432099,0.43209876543209874,0.43209876543209874,0.432099,0.43209876543209874
bwv1050_mov2,beats,3,4,81,81,0,34,63,26,0.41975308641975306,0.7777777777777778,0.32098765432098764,34,63,26,0.41975308641975306,0.7777777777777778,0.32098765432098764,1.0,0.411522633744856,0.411523,0.411522633744856,0.411522633744856,0.411523,0.411522633744856
bwv1050_mov2,beats,5,1,5,5,0,0,5,0,0.0,1.0,0.0,0,5,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bwv1050_mov2,beats,5,2,25,25,0,0,25,0,0.0,1.0,0.0,0,25,0,0.0,1.0,0.0,1.0,0.72,0.72,0.72,0.76,0.76,0.76
bwv1050_mov2,beats,7,1,7,7,0,0,7,0,0.0,1.0,0.0,0,7,0,0.0,1.0,0.0,1.0,0.8367346938775511,0.836735,0.8367346938775511,0.8571428571428571,0.857143,0.8571428571428571
bwv1050_mov2,beats,7,2,49,49,0,0,48,0,0.0,0.9795918367346939,0.0,0,49,0,0.0,1.0,0.0,1.0,0.4139941690962099,0.413994,0.4139941690962099,0.46355685131195334,0.463557,0.46355685131195334
bwv1050_mov3,beats,2,1,2,1,1,1,0,0,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
bwv1050_mov3,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1050_mov3,beats,2,3,8,4,4,1,4,1,0.25,1.0,0.25,1,4,1,0.25,1.0,0.25,0.5,0.4375,0.4375,0.875,0.4375,0.4375,0.875
bwv1050_mov3,beats,2,4,16,8,8,0,8,0,0.0,1.0,0.0,0,8,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1050_mov3,beats,2,5,32,16,16,0,16,0,0.0,1.0,0.0,0,16,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1050_mov3,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,0.8888888888888888,0.888889,0.8888888888888888,0.8888888888888888,0.888889,0.8888888888888888
bwv1050_mov3,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,0.9629629629629629,0.962963,0.9629629629629629,0.9629629629629629,0.962963,0.9629629629629629
bwv1050_mov3,beats,3,3,27,27,0,1,27,1,0.037037037037037035,1.0,0.037037037037037035,1,27,1,0.037037037037037035,1.0,0.037037037037037035,1.0,0.8148148148148148,0.814815,0.8148148148148148,0.8024691358024691,0.802469,0.8024691358024691
bwv1050_mov3,beats,3,4,81,81,0,32,77,31,0.3950617283950617,0.9506172839506173,0.38271604938271603,24,77,22,0.2962962962962963,0.9506172839506173,0.2716049382716049,1.0,0.48559670781893005,0.485597,0.48559670781893005,0.5267489711934157,0.526749,0.5267489711934157
bwv1050_mov3,beats,5,1,5,5,0,0,5,0,0.0,1.0,0.0,0,5,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bwv1050_mov3,beats,5,2,25,25,0,0,25,0,0.0,1.0,0.0,0,25,0,0.0,1.0,0.0,1.0,0.544,0.544,0.544,0.648,0.648,0.648
bwv1050_mov3,beats,7,1,7,7,0,0,7,0,0.0,1.0,0.0,0,7,0,0.0,1.0,0.0,1.0,0.6938775510204082,0.693878,0.6938775510204082,0.6938775510204082,0.693878,0.6938775510204082
bwv1050_mov3,beats,7,2,49,49,0,0,48,0,0.0,0.9795918367346939,0.0,0,49,0,0.0,1.0,0.0,1.0,0.3673469387755102,0.367347,0.3673469387755102,0.43731778425655976,0.437318,0.43731778425655976
bwv1079_crab,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1079_crab,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1079_crab,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1079_crab,beats,2,4,16,8,8,1,8,1,0.125,1.0,0.125,0,8,0,0.0,1.0,0.0,0.5,0.46875,0.46875,0.9375,0.5,0.5,1.0
bwv1079_crab,beats,2,5,32,16,16,8,15,7,0.5,0.9375,0.4375,8,15,7,0.5,0.9375,0.4375,0.5,0.359375,0.359375,0.71875,0.359375,0.359375,0.71875
bwv1079_crab,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bwv1079_crab,beats,3,2,9,9,0,2,9,2,0.2222222222222222,1.0,0.2222222222222222,1,9,1,0.1111111111111111,1.0,0.1111111111111111,1.0,0.5555555555555556,0.555556,0.5555555555555556,0.7037037037037037,0.703704,0.7037037037037037
bwv1079_crab,beats,3,3,27,27,0,8,23,8,0.2962962962962963,0.8518518518518519,0.2962962962962963,7,23,7,0.25925925925925924,0.8518518518518519,0.25925925925925924,1.0,0.5679012345679012,0.567901,0.5679012345679012,0.5802469135802469,0.580247,0.5802469135802469
bwv1079_crab,beats,3,4,81,81,0,14,81,14,0.1728395061728395,1.0,0.1728395061728395,14,81,14,0.1728395061728395,1.0,0.1728395061728395,1.0,0.654320987654321,0.654321,0.654320987654321,0.6584362139917695,0.658436,0.6584362139917695
bwv1079_crab,beats,5,1,5,5,0,0,5,0,0.0,1.0,0.0,0,5,0,0.0,1.0,0.0,1.0,0.64,0.64,0.64,0.64,0.64,0.64
bwv1079_crab,beats,5,2,25,25,0,3,24,2,0.12,0.96,0.08,2,24,1,0.08,0.96,0.04,1.0,0.296,0.296,0.296,0.312,0.312,0.312
bwv1079_crab,beats,5,3,125,0,125,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1936,0.1104,0.1104,0.5702479338842975,0.1136,0.1136,0.5867768595041323
bwv1079_crab,beats,7,1,7,7,0,0,7,0,0.0,1.0,0.0,0,7,0,0.0,1.0,0.0,1.0,0.42857142857142855,0.428571,0.42857142857142855,0.4489795918367347,0.44898,0.4489795918367347
bwv1079_crab,beats,7,2,49,0,49,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.7638483965014577,0.21574344023323616,0.215743,0.2824427480916031,0.24198250728862974,0.241983,0.31679389312977096
bwv1079_crab,seconds,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1079_crab,seconds,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1079_crab,seconds,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1079_crab,seconds,2,4,16,8,8,0,8,0,0.0,1.0,0.0,0,8,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
bwv1079_crab,seconds,2,5,32,16,16,8,16,8,0.5,1.0,0.5,8,16,8,0.5,1.0,0.5,0.5,0.375,0.375,0.75,0.375,0.375,0.75
bwv1079_crab,seconds,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bwv1079_crab,seconds,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,0.9259259259259259,0.925926,0.9259259259259259,0.9629629629629629,0.962963,0.9629629629629629
bwv1079_crab,seconds,3,3,27,27,0,5,27,5,0.18518518518518517,1.0,0.18518518518518517,4,27,4,0.14814814814814814,1.0,0.14814814814814814,1.0,0.7283950617283951,0.728395,0.7283950617283951,0.7283950617283951,0.728395,0.7283950617283951
bwv1079_crab,seconds,3,4,81,81,0,9,79,8,0.1111111111111111,0.9753086419753086,0.09876543209876543,6,79,5,0.07407407407407407,0.9753086419753086,0.06172839506172839,1.0,0.7818930041152263,0.781893,0.7818930041152263,0.8189300411522634,0.81893,0.8189300411522634
bwv1079_crab,seconds,5,1,5,5,0,0,5,0,0.0,1.0,0.0,0,5,0,0.0,1.0,0.0,1.0,0.68,0.68,0.68,0.68,0.68,0.68
bwv1079_crab,seconds,5,2,25,25,0,7,24,7,0.28,0.96,0.28,5,24,5,0.2,0.96,0.2,1.0,0.44,0.44,0.44,0.472,0.472,0.472
bwv1079_crab,seconds,5,3,125,0,125,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1184,0.0976,0.0976,0.8243243243243243,0.0976,0.0976,0.8243243243243243
bwv1079_crab,seconds,7,1,7,7,0,2,6,2,0.2857142857142857,0.8571428571428571,0.2857142857142857,1,6,1,0.14285714285714285,0.8571428571428571,0.14285714285714285,1.0,0.14285714285714285,0.142857,0.14285714285714285,0.14285714285714285,0.142857,0.14285714285714285
bwv1079_crab,seconds,7,2,49,0,49,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.6268221574344023,0.21282798833819241,0.212828,0.3395348837209302,0.21865889212827988,0.218659,0.3488372093023256
cs1_1pre,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_1pre,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_1pre,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_1pre,beats,2,4,16,8,8,0,8,0,0.0,1.0,0.0,0,8,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_1pre,beats,2,5,32,16,16,0,16,0,0.0,1.0,0.0,0,16,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_1pre,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_1pre,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_1pre,beats,3,3,27,27,0,0,25,0,0.0,0.9259259259259259,0.0,0,27,0,0.0,1.0,0.0,1.0,0.8518518518518519,0.851852,0.8518518518518519,0.8024691358024691,0.802469,0.8024691358024691
cs1_1pre,beats,3,4,81,81,0,10,77,10,0.12345679012345678,0.9506172839506173,0.12345679012345678,11,77,11,0.13580246913580246,0.9506172839506173,0.13580246913580246,1.0,0.6296296296296297,0.62963,0.6296296296296297,0.6213991769547325,0.621399,0.6213991769547325
cs1_4sar,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_4sar,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_4sar,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_4sar,beats,2,4,16,8,8,1,8,1,0.125,1.0,0.125,0,8,0,0.0,1.0,0.0,0.5,0.46875,0.46875,0.9375,0.5,0.5,1.0
cs1_4sar,beats,2,5,32,16,16,3,16,3,0.1875,1.0,0.1875,1,16,1,0.0625,1.0,0.0625,0.5,0.453125,0.453125,0.90625,0.484375,0.484375,0.96875
cs1_4sar,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_4sar,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_4sar,beats,3,3,27,27,0,0,27,0,0.0,1.0,0.0,0,27,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_4sar,beats,3,4,81,81,0,0,79,0,0.0,0.9753086419753086,0.0,0,79,0,0.0,0.9753086419753086,0.0,1.0,0.9465020576131687,0.946502,0.9465020576131687,0.9506172839506173,0.950617,0.9506172839506173
cs1_all,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_all,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_all,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_all,beats,2,4,16,8,8,0,8,0,0.0,1.0,0.0,0,8,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_all,beats,2,5,32,16,16,0,16,0,0.0,1.0,0.0,0,16,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_all,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_all,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_all,beats,3,3,27,27,0,0,27,0,0.0,1.0,0.0,0,27,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_all,beats,3,4,81,81,0,0,81,0,0.0,1.0,0.0,0,81,0,0.0,1.0,0.0,1.0,0.8148148148148148,0.814815,0.8148148148148148,0.8148148148148148,0.814815,0.8148148148148148
cs1_cou,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_cou,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_cou,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_cou,beats,2,4,16,8,8,0,8,0,0.0,1.0,0.0,0,8,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_cou,beats,2,5,32,16,16,0,16,0,0.0,1.0,0.0,0,16,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_cou,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_cou,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_cou,beats,3,3,27,27,0,0,27,0,0.0,1.0,0.0,0,27,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_cou,beats,3,4,81,81,0,0,81,0,0.0,1.0,0.0,0,81,0,0.0,1.0,0.0,1.0,0.9135802469135802,0.91358,0.9135802469135802,0.9135802469135802,0.91358,0.9135802469135802
cs1_gig,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_gig,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_gig,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_gig,beats,2,4,16,8,8,0,8,0,0.0,1.0,0.0,0,8,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_gig,beats,2,5,32,16,16,0,16,0,0.0,1.0,0.0,0,16,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_gig,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_gig,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_gig,beats,3,3,27,27,0,0,22,0,0.0,0.8148148148148148,0.0,0,27,0,0.0,1.0,0.0,1.0,0.5802469135802469,0.580247,0.5802469135802469,0.7654320987654321,0.765432,0.7654320987654321
cs1_gig,beats,3,4,81,81,0,24,65,19,0.2962962962962963,0.8024691358024691,0.2345679012345679,24,65,19,0.2962962962962963,0.8024691358024691,0.2345679012345679,1.0,0.4403292181069959,0.440329,0.4403292181069959,0.4403292181069959,0.440329,0.4403292181069959
cs1_men,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_men,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_men,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_men,beats,2,4,16,8,8,0,8,0,0.0,1.0,0.0,0,8,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_men,beats,2,5,32,16,16,0,16,0,0.0,1.0,0.0,0,16,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_men,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_men,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_men,beats,3,3,27,27,0,0,27,0,0.0,1.0,0.0,0,27,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_men,beats,3,4,81,81,0,0,75,0,0.0,0.9259259259259259,0.0,0,79,0,0.0,0.9753086419753086,0.0,1.0,0.8065843621399177,0.806584,0.8065843621399177,0.8106995884773662,0.8107,0.8106995884773662
cs1_pre,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_pre,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_pre,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_pre,beats,2,4,16,8,8,0,8,0,0.0,1.0,0.0,0,8,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_pre,beats,2,5,32,16,16,0,16,0,0.0,1.0,0.0,0,16,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_pre,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_pre,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_pre,beats,3,3,27,27,0,0,25,0,0.0,0.9259259259259259,0.0,0,27,0,0.0,1.0,0.0,1.0,0.8518518518518519,0.851852,0.8518518518518519,0.8024691358024691,0.802469,0.8024691358024691
cs1_pre,beats,3,4,81,81,0,10,77,10,0.12345679012345678,0.9506172839506173,0.12345679012345678,11,77,11,0.13580246913580246,0.9506172839506173,0.13580246913580246,1.0,0.6296296296296297,0.62963,0.6296296296296297,0.6213991769547325,0.621399,0.6213991769547325
cs1_sar,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_sar,beats,2,2,4,2,2,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_sar,beats,2,3,8,4,4,0,4,0,0.0,1.0,0.0,0,4,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
cs1_sar,beats,2,4,16,8,8,1,8,1,0.125,1.0,0.125,0,8,0,0.0,1.0,0.0,0.5,0.46875,0.46875,0.9375,0.5,0.5,1.0
cs1_sar,beats,2,5,32,16,16,3,16,3,0.1875,1.0,0.1875,1,16,1,0.0625,1.0,0.0625,0.5,0.453125,0.453125,0.90625,0.484375,0.484375,0.96875
cs1_sar,beats,3,1,3,3,0,0,3,0,0.0,1.0,0.0,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_sar,beats,3,2,9,9,0,0,9,0,0.0,1.0,0.0,0,9,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_sar,beats,3,3,27,27,0,0,27,0,0.0,1.0,0.0,0,27,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs1_sar,beats,3,4,81,81,0,0,79,0,0.0,0.9753086419753086,0.0,0,79,0,0.0,0.9753086419753086,0.0,1.0,0.9465020576131687,0.946502,0.9465020576131687,0.9506172839506173,0.950617,0.9506172839506173
goldberg_aria,beats,2,1,2,1,1,0,1,0,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0
