piece,condition,axis,bin_beats,cap,config,k,n,beta0_p2,beta0_p3,beta0_p5,beta0_p7,giant_p2,giant_p3,giant_p5,giant_p7,Delta23,Delta25,Delta27,DeltaG23,DeltaG25,DeltaG27
bwv1049_mov3,beats_bin12_cap300,beats,12,300,C,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,beats_bin12_cap300,beats,12,300,C,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,beats_bin12_cap300,beats,12,300,C,8,3,1,1,2,3,1.0,1.0,0.67,0.336667,0,-1,-2,0.0,0.33,0.663333
bwv1049_mov3,beats_bin12_cap300,beats,12,300,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,beats_bin12_cap300,beats,12,300,C,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,beats_bin12_cap300,beats,12,300,C,10,3,1,1,2,3,1.0,1.0,0.67,0.336667,0,-1,-2,0.0,0.33,0.663333
bwv1049_mov3,beats_bin12_cap300,beats,12,300,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,beats_bin12_cap300,beats,12,300,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,beats_bin12_cap300,beats,12,300,C,12,3,1,1,2,3,1.0,1.0,0.67,0.336667,0,-1,-2,0.0,0.33,0.663333
bwv1049_mov3,seconds_cap300,seconds,,300,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,A,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,A,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,A,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,B,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,B,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,B,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,B,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,B,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,B,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,B,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,C,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,C,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,C,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,C,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,C,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1049_mov3,seconds_cap300,seconds,,300,C,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,A,8,3,1,1,2,2,1.0,1.0,0.503333,0.67,0,-1,-1,0.0,0.496667,0.33
bwv1050_mov1,beats_bin12_cap300,beats,12,300,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,A,10,3,1,1,2,1,1.0,1.0,0.503333,1.0,0,-1,0,0.0,0.496667,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,A,12,3,1,1,2,1,1.0,1.0,0.503333,1.0,0,-1,0,0.0,0.496667,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,B,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,B,8,2,1,1,2,1,1.0,1.0,0.666667,1.0,0,-1,0,0.0,0.333333,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,B,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,B,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,B,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,B,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,B,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,C,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,C,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,C,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,C,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,C,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,beats_bin12_cap300,beats,12,300,C,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,A,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,A,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,A,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,B,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,B,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,B,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,B,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,B,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,B,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,B,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,C,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,C,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,C,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,C,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,C,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov1,seconds_cap300,seconds,,300,C,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin12_cap300,beats,12,300,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin12_cap300,beats,12,300,A,8,2,1,1,2,3,1.0,1.0,0.666667,0.336667,0,-1,-2,0.0,0.333333,0.663333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,A,8,3,1,2,4,6,1.0,0.666667,0.346667,0.176667,-1,-3,-5,0.333333,0.653333,0.823333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin12_cap300,beats,12,300,A,10,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,A,10,3,1,2,3,6,1.0,0.666667,0.346667,0.176667,-1,-2,-5,0.333333,0.653333,0.823333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin12_cap300,beats,12,300,A,12,2,1,1,1,3,1.0,1.0,1.0,0.336667,0,0,-2,0.0,0.0,0.663333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,A,12,3,1,1,3,6,1.0,1.0,0.346667,0.176667,0,-2,-5,0.0,0.653333,0.823333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,B,8,1,3,2,1,1,0.67,0.76,1.0,1.0,1,2,2,-0.09,-0.33,-0.33
bwv1050_mov2,beats_bin12_cap300,beats,12,300,B,8,2,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,B,8,3,1,3,3,6,1.0,0.336667,0.346667,0.176667,-2,-2,-5,0.663333,0.653333,0.823333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,B,10,1,3,2,1,1,0.67,0.76,1.0,1.0,1,2,2,-0.09,-0.33,-0.33
bwv1050_mov2,beats_bin12_cap300,beats,12,300,B,10,2,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,B,10,3,1,3,3,5,1.0,0.336667,0.346667,0.303333,-2,-2,-4,0.663333,0.653333,0.696667
bwv1050_mov2,beats_bin12_cap300,beats,12,300,B,12,1,2,2,1,1,0.736667,0.76,1.0,1.0,0,1,1,-0.023333,-0.263333,-0.263333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,B,12,2,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,B,12,3,1,3,3,5,1.0,0.336667,0.346667,0.303333,-2,-2,-4,0.663333,0.653333,0.696667
bwv1050_mov2,beats_bin12_cap300,beats,12,300,C,8,1,3,1,1,1,0.67,1.0,1.0,1.0,2,2,2,-0.33,-0.33,-0.33
bwv1050_mov2,beats_bin12_cap300,beats,12,300,C,8,2,1,1,3,3,1.0,1.0,0.336667,0.336667,0,-2,-2,0.0,0.663333,0.663333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,C,8,3,1,3,3,5,1.0,0.336667,0.346667,0.303333,-2,-2,-4,0.663333,0.653333,0.696667
bwv1050_mov2,beats_bin12_cap300,beats,12,300,C,10,1,3,1,1,1,0.67,1.0,1.0,1.0,2,2,2,-0.33,-0.33,-0.33
bwv1050_mov2,beats_bin12_cap300,beats,12,300,C,10,2,1,1,2,3,1.0,1.0,0.666667,0.336667,0,-1,-2,0.0,0.333333,0.663333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,C,10,3,1,3,3,5,1.0,0.336667,0.346667,0.303333,-2,-2,-4,0.663333,0.653333,0.696667
bwv1050_mov2,beats_bin12_cap300,beats,12,300,C,12,1,2,1,1,1,0.736667,1.0,1.0,1.0,1,1,1,-0.263333,-0.263333,-0.263333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,C,12,2,1,1,2,3,1.0,1.0,0.666667,0.336667,0,-1,-2,0.0,0.333333,0.663333
bwv1050_mov2,beats_bin12_cap300,beats,12,300,C,12,3,1,3,3,4,1.0,0.336667,0.346667,0.35,-2,-2,-3,0.663333,0.653333,0.65
bwv1050_mov2,beats_bin16_cap300,beats,16,300,A,8,1,2,2,1,1,0.953333,0.96,1.0,1.0,0,1,1,-0.006667,-0.046667,-0.046667
bwv1050_mov2,beats_bin16_cap300,beats,16,300,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin16_cap300,beats,16,300,A,8,3,1,1,4,6,1.0,1.0,0.253333,0.253333,0,-3,-5,0.0,0.746667,0.746667
bwv1050_mov2,beats_bin16_cap300,beats,16,300,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin16_cap300,beats,16,300,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin16_cap300,beats,16,300,A,10,3,1,1,4,6,1.0,1.0,0.253333,0.253333,0,-3,-5,0.0,0.746667,0.746667
bwv1050_mov2,beats_bin16_cap300,beats,16,300,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin16_cap300,beats,16,300,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin16_cap300,beats,16,300,A,12,3,1,1,4,4,1.0,1.0,0.253333,0.256667,0,-3,-3,0.0,0.746667,0.743333
bwv1050_mov2,beats_bin16_cap300,beats,16,300,B,8,1,2,3,1,1,0.743333,0.743333,1.0,1.0,-1,1,1,0.0,-0.256667,-0.256667
bwv1050_mov2,beats_bin16_cap300,beats,16,300,B,8,2,3,1,1,2,0.726667,1.0,1.0,0.503333,2,2,1,-0.273333,-0.273333,0.223334
bwv1050_mov2,beats_bin16_cap300,beats,16,300,B,8,3,1,1,4,5,1.0,1.0,0.253333,0.253333,0,-3,-4,0.0,0.746667,0.746667
bwv1050_mov2,beats_bin16_cap300,beats,16,300,B,10,1,2,3,1,1,0.743333,0.743333,1.0,1.0,-1,1,1,0.0,-0.256667,-0.256667
bwv1050_mov2,beats_bin16_cap300,beats,16,300,B,10,2,3,1,1,1,0.726667,1.0,1.0,1.0,2,2,2,-0.273333,-0.273333,-0.273333
bwv1050_mov2,beats_bin16_cap300,beats,16,300,B,10,3,1,1,4,4,1.0,1.0,0.253333,0.256667,0,-3,-3,0.0,0.746667,0.743333
bwv1050_mov2,beats_bin16_cap300,beats,16,300,B,12,1,2,1,1,1,0.743333,1.0,1.0,1.0,1,1,1,-0.256667,-0.256667,-0.256667
bwv1050_mov2,beats_bin16_cap300,beats,16,300,B,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin16_cap300,beats,16,300,B,12,3,1,1,4,4,1.0,1.0,0.253333,0.256667,0,-3,-3,0.0,0.746667,0.743333
bwv1050_mov2,beats_bin16_cap300,beats,16,300,C,8,1,2,3,1,1,0.743333,0.743333,1.0,1.0,-1,1,1,0.0,-0.256667,-0.256667
bwv1050_mov2,beats_bin16_cap300,beats,16,300,C,8,2,4,1,1,1,0.726667,1.0,1.0,1.0,3,3,3,-0.273333,-0.273333,-0.273333
bwv1050_mov2,beats_bin16_cap300,beats,16,300,C,8,3,1,1,4,4,1.0,1.0,0.253333,0.256667,0,-3,-3,0.0,0.746667,0.743333
bwv1050_mov2,beats_bin16_cap300,beats,16,300,C,10,1,2,3,1,1,0.743333,0.743333,1.0,1.0,-1,1,1,0.0,-0.256667,-0.256667
bwv1050_mov2,beats_bin16_cap300,beats,16,300,C,10,2,4,1,1,1,0.726667,1.0,1.0,1.0,3,3,3,-0.273333,-0.273333,-0.273333
bwv1050_mov2,beats_bin16_cap300,beats,16,300,C,10,3,1,1,4,4,1.0,1.0,0.253333,0.256667,0,-3,-3,0.0,0.746667,0.743333
bwv1050_mov2,beats_bin16_cap300,beats,16,300,C,12,1,2,1,1,1,0.743333,1.0,1.0,1.0,1,1,1,-0.256667,-0.256667,-0.256667
bwv1050_mov2,beats_bin16_cap300,beats,16,300,C,12,2,4,1,1,1,0.726667,1.0,1.0,1.0,3,3,3,-0.273333,-0.273333,-0.273333
bwv1050_mov2,beats_bin16_cap300,beats,16,300,C,12,3,1,1,4,4,1.0,1.0,0.253333,0.256667,0,-3,-3,0.0,0.746667,0.743333
bwv1050_mov2,beats_bin8_cap300,beats,8,300,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin8_cap300,beats,8,300,A,8,2,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,A,8,3,1,2,3,4,1.0,0.503333,0.476667,0.253333,-1,-2,-3,0.496667,0.523333,0.746667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin8_cap300,beats,8,300,A,10,2,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,A,10,3,1,1,2,4,1.0,1.0,0.523333,0.253333,0,-1,-3,0.0,0.476667,0.746667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin8_cap300,beats,8,300,A,12,2,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,A,12,3,1,1,2,4,1.0,1.0,0.523333,0.253333,0,-1,-3,0.0,0.476667,0.746667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,B,8,1,2,1,1,1,0.51,1.0,1.0,1.0,1,1,1,-0.49,-0.49,-0.49
bwv1050_mov2,beats_bin8_cap300,beats,8,300,B,8,2,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,B,8,3,1,1,2,4,1.0,1.0,0.523333,0.253333,0,-1,-3,0.0,0.476667,0.746667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin8_cap300,beats,8,300,B,10,2,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,B,10,3,1,1,2,4,1.0,1.0,0.523333,0.253333,0,-1,-3,0.0,0.476667,0.746667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin8_cap300,beats,8,300,B,12,2,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,B,12,3,1,1,2,4,1.0,1.0,0.523333,0.253333,0,-1,-3,0.0,0.476667,0.746667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,C,8,1,3,1,1,1,0.51,1.0,1.0,1.0,2,2,2,-0.49,-0.49,-0.49
bwv1050_mov2,beats_bin8_cap300,beats,8,300,C,8,2,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,C,8,3,1,1,2,4,1.0,1.0,0.523333,0.253333,0,-1,-3,0.0,0.476667,0.746667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin8_cap300,beats,8,300,C,10,2,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,C,10,3,1,1,2,4,1.0,1.0,0.523333,0.253333,0,-1,-3,0.0,0.476667,0.746667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,beats_bin8_cap300,beats,8,300,C,12,2,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov2,beats_bin8_cap300,beats,8,300,C,12,3,1,1,2,4,1.0,1.0,0.523333,0.253333,0,-1,-3,0.0,0.476667,0.746667
bwv1050_mov2,seconds_cap300,seconds,,300,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,A,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,A,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
